Customer_ID,Age,Annual_Income,Credit_Score,Tenure_Months,Card_Tier,Acquisition_Channel,Credit_Limit,Avg_Monthly_Spend,Utilization_Rate,Avg_Payment_Ratio,Delinq_30D_Count,Satisfaction_Score,Churn_Risk
C01477,37,118596,702,29,Classic,Digital,11509,1677.16,0.528,0.684,0,,0.158
C01478,50,63925,720,48,Gold,Digital,13223,1998.0,0.314,0.788,0,7,0.091
C01479,25,42351,673,43,Classic,Partner,4908,246.07,0.446,0.708,0,6,0.159
C01480,26,68313,714,50,Gold,Digital,12374,805.09,0.474,0.734,0,9,0.065
C01481,35,53369,677,30,Classic,Digital,5894,509.68,0.487,0.729,0,6,0.147
C01482,49,62977,665,40,Classic,Direct Mail,5292,256.38,0.436,0.741,0,7,0.085
C01483,40,53280,573,63,Classic,Direct Mail,3001,150,0.635,0.524,0,9,0.02
C01484,57,173055,760,63,Platinum,Branch,40000,4096.57,0.381,0.938,0,7,0.079
C01485,75,101794,758,43,Platinum,Digital,22787,2547.65,0.443,0.909,0,10,0.02
C01486,48,75467,832,24, Platinum,Partner,17956,1910.37,0.212,1.0,0,7,0.07
C01487,36,172421,663,11,Platinum,Digital,35339,3157.07,0.664,0.792,0,8,0.086
C01488,35,54628,631,33,Classic,Branch,4128,150,0.464,0.71,1,9,0.02
C01489,48,88536,621,67,Classic,Branch,4096,556.93,0.336,0.778,0,8,0.052
C01490,54,59615,659,46,Classic,Direct Mail,4402,408.14,0.469,0.801,1,7,0.103
C01491,31,28000,740,84,Classic,Digital,5513,835.06,0.357,0.802,0,9,0.02
C01492,27,52956,676,28,Classic,Direct Mail,2351,337.44,0.418,0.92,0,,0.184
C01493,55,119268,719,33,Classic,Digital,11444,1323.41,0.253,0.826,0,4,0.27
C01494,37,82622,664,65,Gold,Partner,9430,929.93,0.244,0.738,0,5,0.223
C01495,21,163194,693,44,Platinum,Branch,33782,3228.09,0.325,0.802,0,9,0.02
C01496,59,56544,634,5,CLASSIC,Branch,5154,1241.29,0.578,0.581,1,7,0.181
C01497,47,63504,690,105,Gold,Partner,11356,1601.14,0.407,0.704,0,7,0.13
C01498,47,36193,708,33,Classic,Digital,4848,299.59,0.387,0.694,1,6,0.164
C01499,28,66404,678,6,Gold,Digital,8177,840.09,0.32,0.814,0,6,0.261
C01500,44,61516,713,102,Gold,Partner,6672,793.05,0.319,0.686,0,7,0.164
C01501,42,66741,729,46,Gold,Digital,11586,1098.45,0.463,0.832,0,6,0.168
C01502,44,195293,806,45,Platinum,Digital,40000,4265.92,0.304,1.0,0,8,0.061
C01503,41,34696,681,56,Classic,Digital,4310,591.28,0.356,0.763,0,8,0.042
C01504,22,56677,741,10,Gold,Digital,12023,1354.73,0.299,0.963,0,7,0.139
C01505,51,128184,712,45,Classic,Direct Mail,13012,1508.23,0.266,0.791,0,10,0.02
C01506,47,160885,615,62,Platinum,Digital,33201,3438.21,0.599,0.679,0,8,0.02
C01507,31,90135,713,49,Gold,Digital,14682,1439.99,0.435,0.612,0,8,0.083
C01508,36,99292,712,60,Platinum,Digital,22114,2156.13,0.504,0.553,0,8,0.053
C01509,37,140896,624,19,Platinum,digital,28411,3149.26,0.593,0.615,0,6,0.187
C01510,40,90846,657,92,Gold,Digital,10708,1495.62,0.493,0.748,0,7,0.105
C01511,27,79526,712,25,Gold,Digital,10284,1299.12,0.262,0.807,0,6,0.172
C01512,37,62580,702,29,Gold,Partner,10024,968.89,0.21,0.872,0,8,0.045
C01513,36,51741,736,52,Gold,Branch,9065,1182.41,0.323,0.82,0,7,0.133
C01514,54,64036,780,62,Gold,Digital,14887,1503.36,0.487,0.952,0,6,0.134
C01515,42,76378,640,38,Classic,Branch,3478,936.58,0.452,0.594,0,6,0.165
C01516,39,78229,662,15,Gold,Partner,13195,1423.13,0.432,0.727,0,6,0.183
C01517,39,60558,699,94,Gold,Digital,6303,862.02,0.326,0.838,0,4,0.366
C01518,44,68513,587,21,Classic,Digital,3210,384.48,0.485,0.591,0,7,0.094
C01519,46,79604,733,15,Gold,Digital,13417,736.79,0.484,0.764,0,7,0.17
C01520,58,97956,686,16,Gold,Digital,13157,1787.38,0.445,0.752,0,7,0.1
C01521,57,30222,677,24,Classic,Branch,1225,150,0.374,0.768,0,9,0.024
C01522,24,101726,692,32,Classic,Digital,7648,851.21,0.47,0.804,0,7,0.145
C01523,52,129074,732,71,Classic,Digital,17370,1769.97,0.236,0.758,0,7,0.098
C01524,31,136304,669,17,Platinum,Digital,28345,3021.8,0.328,0.802,0,6,0.115
C01525,42,72138,752,34,Gold,Branch,10801,1230.2,0.263,0.842,0,7,0.14
C01526,39,72731,666,19,Gold,Digital,9361,1345.83,0.362,0.719,0,4,0.265
C01527,50,38729,619,61,Classic,Direct Mail,2294,478.78,0.622,0.729,0,7,0.11
C01528,32,71949,640,62,Classic,Branch,3994,554.31,0.447,0.802,0,7,0.116
C01529,21,115274,604,39,Gold,Partner,13328,1800.79,0.59,0.523,0,10,0.02
C01530,23,61583,732,44,Gold,Digital,11143,1059.0,0.268,0.891,0,8,0.02
C01531,46,130092,691,57,Platinum,Partner,29091,2827.76,0.436,0.79,0,5,0.207
C01532,41,87474,591,50,Classic,Digital,3690,602.55,0.464,0.661,0,8,0.08
C01533,55,75067,588,95,Classic,Digital,5374,571.43,0.348,0.652,1,7,0.109
C01534,72,51165,651,46,Classic,Direct Mail,4749,686.93,0.605,0.673,0,7,0.1
C01535,50,38703,679,26,Classic, Partner,5263,493.54,0.381,0.668,0,10,0.02
C01536,27,49889,650,57,Classic,Digital,4053,530.96,0.471,0.659,0,10,0.02
C01537,31,74526,567,43,Classic ,Digital,4890,569.07,0.586,0.572,0,8,0.064
C01538,41,85086,743,65,Platinum,Digital,17789,2514.39,0.395,0.75,0,7,0.083
C01539,45,65571,767,47,Gold,Partner,11334,785.27,0.284,0.867,0,7,0.191
C01540,49,48429,717,47,Gold,Branch,7421,850.1,0.556,0.688,0,6,0.278
C01541,32,86012,692,52,Gold,Digital,10548,1052.79,0.374,0.887,0,5,0.217
C01542,52,136845,749,77,Platinum,Partner,29815,3025.9,0.454,0.851,0,7,0.074
C01543,35,159175,642,36,Platinum,Digital,31309,2943.07,0.303,0.737,0,9,0.02
C01544,45,127764,748,44,Platinum,Digital,31404,3036.37,0.351,0.763,0,7,0.092
C01545,45,31529,563,12,Classic,Direct Mail,1000,218.61,0.507,0.69,1,5,0.216
C01546,60,31801,662,25,Classic,Partner,3363,409.71,0.389,0.632,0,9,0.032
C01547,36,52826,733,52,Gold,Direct Mail,12416,641.45,0.246,0.942,0,9,0.03
C01548,40,89765,639,89,Gold,branch,9361,1032.72,0.413,0.685,0,8,0.073
C01549,56,118727,736,19,Platinum,Branch,27850,3185.42,0.413,0.915,1,6,0.179
C01550,58,86495,658,37,Gold,Direct Mail,11279,1766.3,0.289,0.548,0,9,0.02
C01551,39,30210,689,23,Classic,Direct Mail,2411,650.83,0.434,0.905,0,8,0.07
C01552,40,65564,638,62,Classic,Branch,5710,672.22,0.436,0.767,0,6,0.105
C01553,39,75294,678,22,Gold,Digital,6831,1045.68,0.503,0.693,0,8,0.02
C01554,55,83771,619,14,Gold,Partner,8961,668.73,0.467,0.572,0,,0.196
C01555,35,82518,705,14,Classic,Direct Mail,4334,776.74,0.249,0.863,0,10,0.02
C01556,60,50138,639,44,Classic,Direct Mail,1425,864.03,0.484,0.624,0,6,0.172
C01557,48,83696,567,48,Classic,Digital,2123,150,0.375,0.536,1,8,0.041
C01558,58,134910,565,26,Gold,Branch,14884,1447.81,0.526,0.704,0,6,0.157
C01559,39,96674,696,35,Gold,Direct Mail,10846,1537.33,0.36,0.769,0,2,0.414
C01560,52,52792,652,33,CLASSIC,Partner,1516,172.14,0.315,0.581,0,7,0.087
C01561,46,97195,717,71,Gold,Digital,11412,1530.53,0.587,0.825,0,6,0.192
C01562,34,35397,655,31,Classic,Branch,1000,150,0.437,0.695,0,7,0.115
C01563,49,71187,641,37,Gold,Digital,6580,1332.95,0.4,0.705,0,6,0.15
C01564,29,50755,627,35,Classic,Direct Mail,3974,708.87,0.457,0.74,0,8,0.026
C01565,29,96940,635,32,GOLD,Partner,12161,1950.61,0.572,0.678,0,8,0.02
C01566,41,50110,663,84,Classic,Direct Mail,6395,1064.34,0.322,0.748,0,5,0.233
C01567,53,50122,694,59,Classic,Branch,5212,427.55,0.318,0.759,0,6,0.171
C01568,65,54009,655,17,Classic,Digital,3852,759.01,0.366,0.976,0,4,0.266
C01569,28,52738,667,98,Classic,Digital,3301,794.13,0.53,0.742,0,6,0.163
C01570,59,41298,648,26,Classic,Digital,1000,438.08,0.545,0.614,0,6,0.151
C01571,39,95525,666,38,Classic,Direct Mail,6891,1135.06,0.524,0.856,0,7,0.1
C01572,37,65157,719,53,Gold,partner,14662,1580.21,0.394,0.897,0,,0.039
C01573,60,99229,701,36,Gold, Digital,13946,1301.55,0.593,0.844,0,5,0.222
C01574,41,49656,712,63, Gold,Partner,7782,1152.45,0.527,0.74,0,8,0.037
C01575,22,105113,705,80,Platinum,Digital,21577,1981.92,0.441,0.861,0,9,0.02
C01576,61,46443,653,1,Classic,Direct Mail,4122,689.1,0.681,0.825,0,10,0.03
C01577,24,102487,734,19,Classic,Branch,14218,1547.99,0.312,0.968,0,5,0.222
C01578,52,87707,719,40,Gold,Branch,12749,1540.87,0.441,0.907,0,8,0.086
C01579,38,83842,591,56,Classic, Partner,4006,603.08,0.517,0.584,0,6,0.125
C01580,31,54955,764,11,Gold,Branch,9695,1128.34,0.371,0.925,0,8,0.02
C01581,41,92969,520,34,Classic,Direct Mail,3121,451.58,0.632,0.427,2,9,0.02
C01582,31,121886,701,31,Platinum,Partner,22025,2045.81,0.491,0.817,0,9,0.02
C01583,46,55701,712,43,Gold,Direct Mail,8317,1160.55,0.372,0.8,0,8,0.076
C01584,40,30275,655,44,Classic,Digital,1115,150,0.242,0.761,0,8,0.03
C01585,29,114993,688,29,Platinum,Partner,25577,2585.27,0.417,0.698,0,7,0.172
C01586,43,33438,731,37,Classic,Digital,4687,514.27,0.185,0.831,2,9,0.02
C01587,44,71972,640,23,Gold,Digital,7947,1052.46,0.447,0.729,0,10,0.02
C01588,48,110389,747,68,Platinum,branch,28469,2868.38,0.295,0.793,0,7,0.121
C01589,49,146037,734,60,Platinum,Digital,34122,3847.79,0.296,0.811,0,7,0.099
C01590,38,62902,619,48,Classic,Digital,2245,500.32,0.41,0.618,0,7,0.095
C01591,45,52204,668,31,Classic,Digital,4471,210.74,0.322,0.83,0,9,0.02
C01592,21,73611,569,49,classic,Branch,3219,661.6,0.551,0.581,1,7,0.129
C01593,50,30952,652,18,Classic,Direct Mail,7250,241.68,0.444,0.799,0,10,0.02
C01594,65,31743,572,47,Classic,Digital,1000,150,0.516,0.661,0,8,0.045
C01595,32,50901,625,36,Classic,Digital,1000,150,0.623,0.686,0,10,0.02
C01596,30,67887,735,37,Gold,Digital,15804,1268.19,0.298,0.835,0,6,0.168
C01597,53,44871,655,50,Classic,Direct Mail,1229,374.32,0.35,0.688,0,6,0.161
C01598,30,37240,670,13,Classic,Digital,3302,522.22,0.514,0.703,0,10,0.02
C01599,43,207580,773,16,Platinum,Branch,40000,4589.27,0.219,0.942,0,6,0.156
C01600,40,136753,751,17,Platinum,Digital,30004,3075.91,0.311,0.784,0,10,0.02
C01601,40,128346,611,63,Gold,Branch,13733,1550.94,0.526,0.796,1,7,0.095
C01602,53,58640,717,19,Gold,Digital,11740,1365.31,0.293,0.796,0,10,0.02
C01603,35,61282,722,25,Gold,Digital,10177,966.96,0.222,0.803,0,7,0.104
C01604,39,122974,651,25,Platinum,Partner,23668,2990.84,0.471,0.74,0,8,0.073
C01605,45,90788,562,12,Classic,Partner,4761,754.14,0.563,0.653,0,9,0.02
C01606,22,244987,691,49,Platinum,branch,40000,4658.85,0.317,0.777,0,8,0.047
C01607,71,106794,659,58,Gold,Partner,12565,1423.03,0.341,0.71,0,8,0.066
C01608,50,72053,684,79,Gold,Digital,9496,1135.37,0.547,0.796,0,5,0.216
C01609,50,68793,706,9,Gold,Direct Mail,13867,1771.81,0.607,0.875,0,7,0.093
C01610,41,41472,727,16,Gold,Digital,5359,655.56,0.206,0.881,0,8,0.15
C01611,59,99552,624,65,Gold,Partner,11623,1378.06,0.489,0.825,0,8,0.067
C01612,62,109714,720,64,Platinum,Direct Mail,23103,2666.08,0.333,0.738,0,6,0.161
C01613,28,51680,700,30,Gold,Digital,4254,765.46,0.5,0.805,0,9,0.025
C01614,49,55682,649,59,Classic,Direct Mail,4369,529.51,0.546,0.784,0,8,0.062
C01615,54,65464,771,94,GOLD,Partner,13073,1283.27,0.285,1.0,0,6,0.184
C01616,49,78813,690,31,Classic,Partner,8479,968.23,0.429,0.838,0,8,0.057
C01617,40,43183,599,83,Classic,Digital,3098,215.76,0.372,0.606,1,5,0.244
C01618,42,60820,755,62,Gold,Direct Mail,14663,1711.25,0.448,0.811,0,6,0.115
C01619,43,39366,635,12,Classic,Digital,1000,535.32,0.468,0.712,1,7,0.077
C01620,60,34175,652,36,Classic,Branch,3192,506.52,0.44,0.838,0,,0.02
C01621,46,116882,668,87,Platinum,Partner,21475,2327.34,0.465,0.758,0,5,0.211
C01622,38,61431,593,21,Classic,Branch,1008,201.6,0.729,0.675,0,8,0.035
C01623,54,101890,720,27,Platinum,Partner,23975,2580.5,0.474,0.729,0,,0.175
C01624,32,105876,688,9,Platinum,Digital,24601,2451.99,0.226,0.783,0,,0.032
C01625,44,105079,723,38,Platinum,Branch,23398,2316.65,0.392,0.843,0,8,0.054
C01626,29,85158,695,42,Gold,Partner,11197,1088.88,0.464,0.682,1,9,0.02
C01627,36,66293,654,55,Gold,Digital,9116,699.03,0.545,0.761,1,9,0.098
C01628,42,67489,642,34,Classic,Branch,3083,195.09,0.505,0.772,0,7,0.128
C01629,22,125792,677,95,Platinum,Digital,28941,2933.7,0.35,0.858,0,6,0.215
C01630,40,85133,763,132,Platinum,Digital,22314,2211.18,0.449,0.881,0,9,0.02
C01631,52,64502,645,64,Classic,Direct Mail,3867,656.73,0.366,0.629,0,7,0.147
C01632,49,130185,738,13,Platinum,Digital,27483,3008.56,0.38,0.883,0,4,0.281
C01633,53,39995,638,76,Classic,Digital,1740,534.19,0.535,0.736,0,7,0.104
C01634,45,41676,723,30,Classic,Partner,4121,478.14,0.238,0.941,0,7,0.091
C01635,55,153149,745,44,Gold,Partner,21563,2392.49,0.216,0.878,0,6,0.175
C01636,33,36522,619,62,Classic,Partner,3736,939.69,0.492,0.785,0,10,0.02
C01637,41,79030,686,14,Gold,Digital,8930,913.07,0.658,0.728,0,9,0.02
C01638,43,46151,802,76,Gold,Branch,12655,1123.2,0.21,0.951,0,7,0.055
C01639,24,87942,688,45,Gold,Branch,12317,1565.72,0.261,0.739,0,7,0.085
C01640,50,50613,650,28,Classic,Digital,4268,411.28,0.338,0.753,0,7,0.088
C01641,33,70829,695,61,Gold,Digital,11141,1595.54,0.339,0.804,0,6,0.205
C01642,41,77403,708,24,Gold,Digital,9417,955.65,0.466,0.744,0,8,0.045
C01643,32,55857,611,16,Classic,Direct Mail,2600,341.25,0.461,0.619,0,10,0.02
C01644,46,70832,682,72,Gold,Partner,6573,1235.92,0.333,0.797,0,8,0.049
C01645,38,82319,694,35,Gold,Digital,10866,1085.46,0.37,0.766,1,8,0.022
C01646,21,108252,652,36,Gold,Digital,12071,2060.44,0.335,0.639,0,9,0.02
C01647,23,125007,683,77,Platinum,Partner,28748,2706.38,0.309,0.9,0,9,0.039
C01648,56,69026,609,44,Classic,Digital,5531,815.16,0.716,0.738,1,,0.02
C01649,41,49835,713,66,Gold,Branch,5647,574.92,0.271,0.839,0,7,0.192
C01650,42,65641,599,41,Classic,DIGITAL,5600,650.74,0.517,0.672,0,7,0.119
C01651,52,81208,651,94,Classic,Partner,8151,1160.04,0.441,0.737,0,7,0.135
C01652,34,129446,730,27,Platinum,Partner,24702,2907.85,0.355,0.82,0,7,0.165
C01653,65,89794,624,89,gold,Branch,12098,1503.72,0.429,0.737,1,7,0.145
C01654,25,29832,723,47,Classic,Branch,4451,741.16,0.477,0.718,0,,0.02
C01655,56,128302,686,36,Platinum,Branch,29083,3304.02,0.421,0.751,0,10,0.02
C01656,30,89167,677,25,Gold,Direct Mail,12873,1368.49,0.432,0.846,0,7,0.083
C01657,28,50606,616,53,Classic,Digital,3661,513.2,0.541,0.663,0,5,0.184
C01658,28,74940,697,14,Gold,Digital,10974,1253.63,0.259,0.661,0,8,0.08
C01659,39,151551,651,30,Platinum,Digital ,28717,3082.71,0.527,0.836,0,6,0.16
C01660,21,68495,650,91,Gold,Branch,7085,997.88,0.512,0.748,0,8,0.062
C01661,45,92448,628,11,Gold,Digital,12095,850.6,0.572,0.659,0,7,0.239
C01662,43,32480,707,86,Classic,Partner,3004,626.54,0.671,0.787,0,10,0.02
C01663,58,91335,575,28,Classic,Partner,5822,821.58,0.501,0.564,1,6,0.151
C01664,50,143385,759,42,Platinum,Partner,35990,3662.12,0.286,0.682,0,10,0.02
C01665,30,121373,713,42,Platinum,Digital,24533,2584.89,0.467,0.703,0,8,0.035
C01666,52,41680,635,36,Classic,DIGITAL,3523,498.21,0.537,0.708,0,9,0.02
C01667,37,73671,682,79,Gold ,Digital,13447,1597.81,0.337,0.916,0,10,0.02
C01668,37,162416,757,52,Classic,Branch,18609,1981.84,0.232,0.844,0,,0.126
C01669,44,189147,736,11,Classic,Direct Mail,17036,1749.09,0.344,0.739,0,10,0.02
C01670,21,35428,678,59,Classic,Branch,6341,654.48,0.367,0.708,0,8,0.059
C01671,26,28000,699,59,Classic,Digital,2193,150,0.369,0.807,0,7,0.09
C01672,37,137550,628,45,Classic,Branch,10150,1550.64,0.379,0.728,0,8,0.032
C01673,36,72897,682,28,Gold,Branch,11394,1788.3,0.33,0.669,0,9,0.02
C01674,47,101148,718,23,Platinum,Direct Mail,23197,2928.5,0.482,0.842,0,5,0.223
C01675,38,67493,638,8,Classic,Branch,8310,834.56,0.507,0.816,0,7,0.138
C01676,40,66989,700,108,Gold,Partner,8285,961.89,0.323,0.815,0,7,0.117
C01677,50,70295,691,50,Classic,BRANCH,6865,495.44,0.445,0.803,0,10,0.02
C01678,24,79236,765,89,Platinum,Digital,17564,1669.1,0.338,0.924,0,7,0.108
C01679,41,79177,700,77,Gold,Partner,12146,1401.87,0.318,0.719,0,6,0.121
C01680,33,159975,642,33,Platinum,Digital,28558,3380.01,0.604,0.765,0,7,0.073
C01681,24,73799,683,33,Gold,Branch,8753,1330.25,0.466,0.803,0,7,0.102
C01682,50,28000,726,35,Classic,Branch,4033,343.53,0.395,0.788,0,6,0.142
C01683,50,62518,691,44,Gold,Direct Mail,6911,726.3,0.729,0.945,0,7,0.182
C01684,52,134871,746,17,Platinum,Partner,30873,3265.4,0.274,0.856,0,8,0.041
C01685,30,28000,625,47,Classic,Partner,1000,168.35,0.412,0.772,0,6,0.166
C01686,39,66185,623,77,Classic,Branch,3976,474.31,0.415,0.716,1,6,0.13
C01687,35,42907,719,35,Classic,Branch,2545,410.43,0.414,0.747,0,6,0.182
C01688,30,48113,673,50,Classic,Digital,5199,1189.56,0.232,0.81,0,4,0.253
C01689,60,87204,608,31,Gold,Direct Mail ,13284,1313.05,0.659,0.623,2,8,0.071
C01690,21,58578,702,35,Gold,Digital ,8339,887.32,0.348,0.738,0,9,0.08
C01691,21,32937,815,44,GOLD,Digital,10405,991.77,0.184,0.857,0,6,0.153
C01692,48,57724,711,19,Gold,digital,10040,1027.22,0.339,0.918,0,9,0.02
C01693,43,184215,705,44,Platinum,Digital,39435,4482.35,0.313,0.794,0,9,0.02
C01694,31,99830,656,34,Gold,Digital,12765,1620.66,0.295,0.788,0,9,0.02
C01695,32,126129,635,29,Platinum, Direct Mail,23074,2813.81,0.307,0.798,0,7,0.138
C01696,37,121032,697,57,Classic,Partner,13931,1977.12,0.464,0.759,0,8,0.02
C01697,40,120167,686,45,Platinum,Digital,25644,2603.55,0.386,0.672,0,6,0.16
C01698,28,65372,715,11,Gold ,Direct Mail,10993,1425.28,0.429,0.932,0,8,0.084
C01699,47,115713,673,99,Platinum,Digital,26457,3011.23,0.338,0.704,0,8,0.071
C01700,33,101633,644,49,Gold,direct mail,12185,1658.98,0.399,0.748,0,6,0.145
C01701,49,75356,695,49,Classic,Digital,12017,1026.85,0.343,0.657,0,7,0.069
C01702,52,88909,706,12,Gold ,Digital,13821,1123.27,0.406,0.694,0,,0.091
C01703,37,148610,636,103,Platinum,PARTNER,30785,2987.19,0.337,0.631,0,7,0.111
C01704,60,41010,593,27,Classic,Partner,5629,706.67,0.436,0.517,1,6,0.135
C01705,53,67586,568,40,Classic,Branch,1000,150,0.559,0.53,1,10,0.02
C01706,50,38293,707,57,Classic,Branch,5017,395.83,0.272,0.69,0,9,0.02
C01707,32,33875,640,26, Classic,Branch,1000,749.86,0.335,0.75,0,8,0.064
C01708,58,63017,675,37,Gold,partner,8950,883.91,0.416,0.682,0,8,0.101
C01709,30,109216,750,180,Platinum,Branch,23193,2723.14,0.245,0.878,0,6,0.188
C01710,60,30713,611,130,Classic,Branch,1000,517.76,0.382,0.529,1,5,0.229
C01711,56,42419,599,34,Classic,Branch,7310,1031.26,0.485,0.613,0,6,0.17
C01712,39,68514,835,6,Platinum,Direct Mail,23041,1841.1,0.12,0.845,0,6,0.257
C01713,35,227601,746,20,Gold,Branch,34225,4086.06,0.307,0.828,0,7,0.101
C01714,58,28719,638,39,Classic,Partner,3521,425.5,0.435,0.616,0,6,0.144
C01715,54,73649,614,29,Classic,Digital,6747,643.98,0.561,0.598,0,7,0.093
C01716,47,80810,588,21,Classic,Digital,4880,462.31,0.465,0.688,0,7,0.182
C01717,53,39022,750,42,Gold,Digital ,8174,420.6,0.397,0.838,0,8,0.121
C01718,33,173838,715,60,Platinum,Digital,37936,4323.39,0.267,0.805,0,5,0.196
C01719,39,40198,684,37,CLASSIC,Branch,1000,294.89,0.504,0.873,1,5,0.256
C01720,47,71795,756,22,Gold,Partner,17127,1765.19,0.239,0.865,0,5,0.198
C01721,38,74573,610,19,Classic,Partner,3629,200.08,0.578,0.719,0,7,0.096
C01722,41,35599,687,23,Classic,Direct Mail,7306,712.76,0.391,0.81,0,8,0.053
C01723,42,119997,637,148,Gold,Partner,13625,1766.19,0.641,0.793,0,9,0.056
C01724,21,101072,740,22, Platinum,Digital,26531,2289.54,0.253,0.782,0,4,0.275
C01725,61,46052,738,27,Gold,Partner,8052,334.2,0.286,0.89,1,6,0.263
C01726,23,43689,646,32,Classic,Partner,1748,486.93,0.292,0.798,0,9,0.02
C01727,32,165941,737,92,Platinum,Partner,39049,3856.42,0.267,0.819,0,9,0.02
C01728,28,120941,653,18,Platinum,Digital,24600,2734.43,0.56,0.857,0,7,0.116
C01729,39,110796,660,113,Gold,Direct Mail,12980,1295.17,0.381,0.869,2,8,0.021
C01730,24,104871,674,16,Gold,Branch,14964,1778.62,0.372,0.741,0,5,0.229
C01731,34,67140,695,10,Gold,Partner,10971,880.17,0.221,0.75,0,8,0.117
C01732,40,61401,613,26,Classic,Digital,5342,541.4,0.639,0.717,0,6,0.15
C01733,44,68944,643,62,Classic,Digital,4736,283.33,0.428,0.502,0,6,0.175
C01734,21,52767,661,15,Classic,Digital ,3650,260.42,0.448,0.716,0,9,0.02
C01735,39,138771,733,49,Platinum,Digital ,30626,3199.99,0.336,0.885,0,7,0.028
C01736,41,84714,705,13,Gold, Partner,11595,1246.48,0.26,0.762,2,9,0.02
C01737,38,42095,756,44,Classic,Digital,5610,270.14,0.205,0.878,0,8,0.04
C01738,36,127514,674,27,Platinum,Digital,25687,2874.81,0.448,0.792,0,7,0.117
C01739,22,96161,716,48,Classic,Branch,8687,894.98,0.459,0.812,0,7,0.109
C01740,58,68896,694,35,Gold,Digital,7851,885.63,0.5,0.828,0,6,0.242
C01741,46,118181,729,19,Platinum,Branch,26871,2999.49,0.464,0.904,0,6,0.202
C01742,42,52652,642,43,Classic,Digital,2955,824.99,0.428,0.757,0,8,0.02
C01743,59,59327,651,34,Classic,Branch,5532,606.33,0.446,0.764,0,8,0.06
C01744,21,132096,772,108,Platinum,Digital,29312,2645.11,0.337,0.837,0,9,0.051
C01745,36,114866,610,99,Gold,Direct Mail,13656,1803.69,0.642,0.571,0,7,0.109
C01746,43,142351,740,47,Platinum,Direct Mail,33330,3181.56,0.324,0.786,0,10,0.02
C01747,45,75442,705,5,Gold,Digital,8510,771.61,0.445,0.803,0,6,0.276
C01748,31,63305,709,49,Gold,Partner,11511,617.35,0.179,0.82,0,7,0.186
C01749,40,49209,554,26,Classic,Digital,1000,376.86,0.501,0.671,0,8,0.061
C01750,53,101833,558,54,Gold,Partner,8405,1180.95,0.457,0.659,0,5,0.214
C01751,45,77848,676,28,Gold,Direct Mail,11685,1331.62,0.3,0.733,0,8,0.056
C01752,47,57234,719,50,Gold,Digital,8126,1016.32,0.438,0.788,0,8,0.045
C01753,45,31236,800,103,Gold,Digital,8628,1116.38,0.367,0.899,0,,0.092
C01754,25,62533,705,37,Gold,Direct Mail,9064,417.43,0.314,0.753,1,7,0.135
C01755,41,95307,721,31,Platinum,Partner,20958,2330.46,0.275,1.0,0,7,0.11
C01756,47,142268,782,30,Platinum,Digital,31839,3597.35,0.431,0.922,0,4,0.266
C01757,21,99656,626,36,Gold,Branch,11679,1766.52,0.415,0.603,0,8,0.059
C01758,21,116525,660,29,platinum,Branch,27111,3207.16,0.59,0.917,0,4,0.264
C01759,30,68404,684,33,Gold,Direct Mail,8490,811.03,0.442,0.674,0,6,0.197
C01760,52,70771,795,26,Platinum,Digital,19469,2209.44,0.492,0.94,0,8,0.063
C01761,23,80586,697,29,Classic,Digital,7877,624.8,0.515,0.798,1,8,0.047
C01762,48,155572,663,59,Gold, Branch,20007,2635.5,0.48,0.832,0,7,0.113
C01763,53,48114,697,32,Classic,Partner,6617,654.91,0.459,0.909,0,8,0.027
C01764,54,82462,615,50,Gold,Branch,8796,1222.9,0.607,0.846,0,8,0.048
C01765,36,216883,715,28,Classic,Digital,19485,2710.88,0.255,0.914,0,8,0.02
C01766,21,43637,747,17,Gold,Digital,9300,935.0,0.39,0.91,0,9,0.02
C01767,41,79701,653,21,Gold,Partner,13049,1715.1,0.655,0.619,0,8,0.048
C01768,41,65912,671,44,Gold,Digital,8691,751.25,0.618,0.777,0,7,0.199
C01769,31,88709,729,42,Gold,Partner,14715,1910.55,0.423,0.958,0,8,0.077
C01770,44,112421,668,7,Platinum,Direct Mail,21695,2308.95,0.319,0.734,0,4,0.332
C01771,40,85461,683,25,Gold,Partner,12562,1618.14,0.319,0.826,0,8,0.034
C01772,24,68026,568,78,Classic,Digital,1669,422.79,0.701,0.632,1,6,0.181
C01773,39,79524,673,50,Gold,Partner,8245,726.48,0.396,0.774,0,7,0.188
C01774,23,43035,685,23,Classic,Direct Mail,5249,716.64,0.356,0.861,0,6,0.161
C01775,47,40466,761,76,Gold,Branch,8726,925.7,0.43,0.959,0,6,0.167
C01776,60,69732,614,34,Classic,Branch,3493,838.76,0.737,0.697,0,7,0.092
C01777,29,42543,668,55,Classic,Direct Mail,3163,266.16,0.405,0.655,0,7,0.089
C01778,40,50181,692,11,Classic,Direct Mail,8468,718.79,0.316,0.73,0,5,0.203
C01779,25,108944,715,39,GOLD,Partner,19515,1994.96,0.492,1.0,0,8,0.086
C01780,50,51462,791,20,Gold,Digital,11433,1387.84,0.227,0.941,0,5,0.204
C01781,45,56549,619,120,Classic,Partner,1485,205.03,0.449,0.733,0,7,0.118
C01782,66,64271,612,33,Classic,Partner,6077,309.79,0.388,0.605,0,8,0.072
C01783,42,63102,564,27,Classic,Partner,1000,820.0,0.461,0.67,0,6,0.165
